keyword,affin_sentiments,nltk_sentiment,Real_Sentiment,,,,,,,,,
powertrain,neg,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,neu,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,pos,pos,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,neg,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,pos,neg,,,,,,,,,
powertrain,neg,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neg,neg,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neg,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,neu,pos,pos,,,,,,,,,
powertrain,neu,neg,pos,,,,,,,,,
powertrain,neu,neg,neu,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,neu,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neg,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neg,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,pos,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neg,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neg,neg,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neg,neg,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,pos,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,pos,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,pos,pos,,,,,,,,,
powertrain,neg,neg,neg,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,pos,pos,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neg,neg,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,pos,,,,,,,,,
powertrain,neu,neu,neg,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,neg,pos,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
powertrain,neu,neu,neu,,,,,,,,,
powertrain,pos,pos,pos,,,,,,,,,
